,price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
5521,3500000,"House no. 8868 Royal Residency Ward No. 8 Mehrauli New Delhi, Mehrauli, New Delhi - South, Delhi NCR",800,28.51623344,77.17775726,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Nearby Qutub Minar Metro Station,Flat,"
                    
                    
                    
                       2 BHK Apartment For Sale at Mehrauli With Attached Bathroom and Seperated Kitchen on Good Location With Gated Society.
                    
                ",4375
5523,2800000,"Okhla, New Delhi - South, Delhi NCR",585,28.5642694,77.292389,2,2,,Ready to Move,Resale,1,Furnished,,,Flat,"
",4786.324786
5528,5000000,"Dwarka Mor, New Delhi - West, Delhi NCR",1000,28.619316,77.033262,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",5000
5529,6000000,"N 156 abul fazal Enclave new delhi, Abul Fazal Enclave Part 1, New Delhi - South, Delhi NCR",1000,28.55944824,77.29379272,3,3,1,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",6000
5531,8200000,"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",900,28.5769715,77.0477254,3,3,,Ready to Move,Resale,1,Furnished,,,Flat,"
",9111.111111
5546,7000000,"Virender Nagar, New Delhi - West, Delhi NCR",1100,28.623481,77.096966,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",6363.636364
5548,5900000,"New Krishna Park, New Delhi - West, Delhi NCR",760,28.6308645,77.075847,3,2,,Ready to Move,Resale,,Furnished,,,Flat,"
",7763.157895
5549,7000000,"F-2, Third Floor, Mansarover Park, New Delhi - East, Delhi NCR",1350,28.681627,77.299447,3,2,2,Ready to Move,Resale,2,Semi-Furnished,0,,Flat,"


                                One of the finest properties in Mansarover Park, Shahdara is now available for sale. This is a 3 BHK Independent Floor posted directly by the owner. The price of this Independent Floor is Rs 70.0 Lakh. Other charges when you move into this property include maintenance, which is Zero. This Independent Floor is spacious with a built-up area of 1350 Square feet. The carpet area is 1250 Square feet which is MCD approved and designed by Reputed Structural Engineer. It is a West facing property with a good view. There are 3 bedrooms and 2 bathrooms. This project has a regular water supply by Delhi
                            
more

",5185.185185
5550,4600000,"Uttam Nagar, New Delhi - West, Delhi NCR",900,28.6212874,77.0530735,2,2,,Ready to Move,Resale,,Furnished,,,Flat,"
",5111.111111
5555,13000000,"220 dda  SFS FLAT, Dr mukhergee nager delhi  9, New Delhi, Delhi NCR",1100,28.57331085,77.04484558,2,2,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       This is a DDA SFS flat,we renovated,free hold , 1 room on top floor, total 3 room
                    
                ",11818.18182
5571,16500000,"160 SFS DDA Taj View Apartment Sec 22  Pocket 1, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",2000,28.63475418,77.0491333,3,3,2,Ready to Move,Resale,2,Semi-Furnished,,Opposite Hotel Taj Vivanta,Flat,"


                                Premium, 3BHK 3FL & 1BHK 4FL, 3 Side Open, Facing, North East with Park view. Completely freehold at a bargain price in prime Sector 22 Dwarka SFS DDA  PKT1.Tastefully, renovated with most modern amenities for modern living comforts, fashioned in traditional & contemporary designs. Two individual floors with independent entrances, individual electric and gas meters. And a Scooter Garage!Great, investment property, having an assured rental income of 42K month or for personal use, freehold property in Sec 22, Dwarka, New Delhi.
                            
more

",8250
5573,5000000,"1/9760 West gorakh park shahdara Delhi 32, Gorakh Park West, New Delhi - East, Delhi NCR",945,28.6837214,77.279425,3,2,2,Ready to Move,Resale,,Unfurnished,,,Flat,"


                                North-west facing and ready to move in, this well-maintained 3BHK flat situated in West Gorakh Park, New Delhi is up for sale. Strategic location along with seamless connectivity to all the prime facilities make this deal worth your consideration.Property SpecificationsThe flat is positioned on the ground floor of a 4 storeyed apartment and is semi-furnished. Bright and well-ventilated, this flat with freehold ownership rights is definitely worth investing. Well-planned, this flat comprises 3 bedrooms, 2 western fashioned bathrooms, 1 balcony, a living cum dining area and a kitchen. Wardrobes are available in the bedrooms providing sufficient storage space. Out of 2 bathrooms, one is attached to the bedroom and another one is common. Moreover, the spacious kitchen is well-organised with a cooking platform, sink, chimney and cabinets for hassle-free cooking. Offering views of the internal road, the balcony is linked with the hall and there is a utility attached to the kitchen. Marble tiles have been used for the flooring of this property which is easy to maintain and long lasting. Facilities You need not worry about placing your vehicle as one covered parking space is available. Also, round the clock water supply is provided. Locality West Gorakh Park is well-connected to other places with the help of different modes of public transport. The metro station lies within 1km ensuring amazing connectivity. Well-known and reputed hospitals and schools are sited within the vicinity of 500 meters from this property. The local market is at a short distance for all your essentials. Banks and ATMs are easily accessible from this flat for all your banking services, as they are present within 500 meters.
                            
more

",5291.005291
5586,3100000,"Chhattarpur, New Delhi, Chattarpur Extension, New Delhi - South, Delhi NCR",720,28.648077,77.299245,2,2,1,Ready to Move,Resale,1,,1,opposite to oodles banquet hall and party placeDlf farms geetanjali,Individual House,"
                    
                    
                    
                       2bhk flat 2nd floor with area of 720 sqft with all amenities.RWA gated society with power backup and water supply.
                    
                ",4305.555556
5599,6500000,"New Delhi, Yamuna Vihar, New Delhi - East, Delhi NCR",750,28.69979286,77.2743454,2,2,2,Ready to Move,Resale,,Furnished,,Canterbury Public School,Flat,"
                    
                    
                    
                       Ample Parking Space Available as it is 3 side open property and a separate parking is also available for each floor. You will get 3 ACs, 4 lights, 4 fans, 1 chimney, 1 geyser, modular kitchen, 2 wardrobes, 15 small lights for Living Room.
                    
                ",8666.666667
5601,5200000,"Balbir Nagar, New Delhi - East, Delhi NCR",1000,28.68366241,77.28935242,3,2,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",5200
5613,16500000,"Mayur Vihar 1, New Delhi - East, Delhi NCR",1300,28.60638607,77.29660293,3,2,,Ready to Move,Resale,,,,,Flat,"
",12692.30769
5614,15500000,"New Delhi, Mansarovar garden, New Delhi - West, Delhi NCR",1500,28.64404106,77.12989044,3,3,2,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                       Garden facing, big balcony with ROOF Rights, 3 interconnected metro stations near by( kirti nagar, rajouri garden, Punjabi bagh) shopping malls, hospitals and prime markets near by
                    
                ",10333.33333
5615,6200000,"Mayur Vihar 3, New Delhi, Mayur Vihar 3, New Delhi - East, Delhi NCR",950,28.61469,77.3330275,3,3,3,Ready to Move,Resale,,,,"Walking distance to Ryan International School, walking distance to Life Care Hospital, Walking distance to Post Office",Flat,"


                                Extended 3 Bedroom with 3 bathroom, a balcony, a Common Room, a Kitchen with 3 exit doors.Good sunlight penetration,Its a DDA built LIG flat with north east facing, 3 side open having great ventilation, Full furnished, Wooden work, Well maintained,Near to Ryan Public School, Near to Mayur Vihar Phase 3 Main Bus StandNear to Life Care HospitalWell Guarded society and helping communityMayur Residency, Delhi - 110096
                            
more

",6526.315789
5616,16500000,"Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",1700,28.59498508,77.04909595,3,2,,Ready to Move,Resale,2,,,,Flat,"
",9705.882353
5619,13500000,"Mayur Vihar 1, New Delhi - East, Delhi NCR",1100,28.606105,77.29661811,3,2,1,Ready to Move,Resale,,,,,Flat,"
",12272.72727
5621,4200000,"A-68, 69., Matiala, New Delhi - Dwarka, Delhi NCR",758,28.60889626,77.04984283,3,2,1,Ready to Move,New Property,,Semi-Furnished,,,Individual House,"
",5540.897098
5627,3600000,"Hno.154 Block.U Shakarpur New Delhi.110092, Shakarpur, New Delhi - East, Delhi NCR",630,28.6303215,77.27861786,3,2,1,Ready to Move,Resale,,Unfurnished,,Neaeby Lendmark. Hanuman Mandir,Flat,"
                    
                    
                    
                       This spacious Builder Floor Apartment is located at 1st floor in a tower of total 4 floors. The location has easy access to, Sarvodaya Kanya Vidyalay (0 km ), Main Market Shakarpur (0 km ), Yes Bank (0 km ) and Lakshmi Nagar Metro Station (1 km ).
                    
                ",5714.285714
5644,6500000,"A 273 Sangam Apartment Chhatarpur Enclave phase 2, Chhattarpur, New Delhi - South, Delhi NCR",1500,28.4997487,77.1866376,3,3,,Ready to Move,Resale,1,,,,Flat,"
",4333.333333
5650,3200000,"A-1, Gr. floor, Plot no. 25, Gali no. 16, Bhagat Colony, Sant Nagar West, Bur at i, Sant Nagar Burari, New Delhi - North, Delhi NCR",765,28.74175644,77.20149994,2,2,1,Ready to Move,Resale,2,Unfurnished,,Vishal Mega Mart,Flat,"
                    
                    
                    
                       A peaceful property away from noise pollution and 25 ft wide road, car parking, lift, igl gas connection and so many amenities.
                    
                ",4183.006536
5651,7000000,"Paschim Vihar, New Delhi - West, Delhi NCR",700,28.6677244,77.0979515,3,2,,Ready to Move,Resale,1,Unfurnished,,St. Marks school,Flat,"
                    
                    
                    
                       Corner flat with greenery ,stretched balcony and terrace . Society is well maintained by RWA. market , atm and other places are easily accessible.
                    
                ",10000
5657,7500000,"46 b sunlight colony no 2 dda flats 3rd floor with terrace new delhi 110014, Hari Nagar Ashram, New Delhi - South, Delhi NCR",1000,28.57422066,77.25639343,2,2,2,Ready to Move,Resale,,Unfurnished,,nearby ashram metro station,Individual House,"
                    
                    
                    
                       sell this property with terrace near by ahram metro station
                    
                ",7500
5671,6000000,"Uttam Nagar West, New Delhi - West, Delhi NCR",1400,28.621767,77.055846,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",4285.714286
5675,3600000,"Mohan Garden, dwarka more, Dwarka Mor, New Delhi - West, Delhi NCR",700,28.6193161,77.03326416,2,2,1,Ready to Move,New Property,,Semi-Furnished,,,Flat,"


                                 This one is a 2 bed room flat present in Dwarka Mor. It is constructed in an area of 700 Sq-ft. It is on first floor from 3 floors in its building and is spacious enough for a family. The Apartment consists of 2 bathroom and offers view from 1 balconies. Expected price of the Apartment is kept at 36 Lac. 
                            
more

",5142.857143
5676,7500000,"Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",1350,28.59803581,77.07652283,4,3,2,Ready to Move,Resale,,Furnished,,,Flat,"
",5555.555556
5678,12000000,"Kalkaji Main Rd, Pocket A-10, Kalkaji Extension, Block A 11, Kalkaji Extension, Govindpuri, New Delhi, Kalkaji Extention, New Delhi - South, Delhi NCR",1200,28.53017534,77.26232035,2,2,,Ready to Move,Resale,1,,,Close to the metro and C R Park market.,Flat,"
                    
                    
                    
                       Newly renovated flat with Hefele modular kitchen, vitrified tiles, top of the lines bathroom accessories. Beautiful puja room.
                    
                ",10000
